LOC399900	13.837169403451288
FOS	13.599106028521023
JUN	12.37344326638008
RHOB	12.37344326638008
SRGN	11.27824377545817
ZBTB7B	9.740776770125166
DUSP1	9.683896622137032
NACC2	9.640431777109944
SOCS3	9.640431777109944
JUNB	9.634420294025327
STAC3	9.106384710935282
ALDH4A1	8.690338761506656
PTK6	8.069964736289085
TEP1	7.529152250889616
NOL3	7.484526521787945
ZNF697	7.3407685294828475
FAM20A	7.328267690993428
FCAR	7.314076492186106
TMEM88	7.2195996128164515
IQCE	7.077557428779229
RSPH3	6.93673587116972
ITGA7	6.71026669272469
DKFZp761E198	6.66916685714737
ASGR2	6.624906613402644
ATL3	6.606420804649321
PHLDA3	6.6052016810900795
CDK5	6.6052016810900795
SOD2	6.595048595847827
TRIM7	6.595048595847827
C16orf57	6.591530050878077
MVP	6.546200704097846
TRIB1	6.528545277992252
PLXND1	6.474690005165
SYF2	6.461003333993072
APH1B	6.461003333993072
HUS1B	6.3431495740167705
AP1S1	6.27775316500509
LOC153546	6.27775316500509
SIN3B	6.218362438909104
CEBPB	6.211668179086289
TAF8	6.211101247385333
PDK4	6.204973386229732
NEU1	6.176454199894399
VCPIP1	6.172058438167919
LAMTOR2	6.166266417901877
SLC25A20	6.138167580937599
CNIH4	6.106577059187545
CARHSP1	6.103737817559851
GSR	6.101059642600116
TMEM107	6.053107491478894
SLED1	6.017052682802377
KLF11	5.997571586106897
SERPINB2	5.964020756257166
SGPL1	5.959039271882794
C9orf47	5.942045658453523
CD44	5.938334960528838
IER2	5.928011725778927
RHOU	5.898842706119619
CCDC13	5.860588521809897
ASGR1	5.858500422117021
DPYSL2	5.858500422117021
DIRC2	5.802279095920403
PELI3	5.774771931393286
TCP11L1	5.756072856069313
SLC16A6	5.75473703444414
BRF1	5.745366373825982
ADAM15	5.693883677906076
ICAM1	5.693298270370628
KIFC1	5.691693324739835
ERF	5.682901243488458
SLC6A6	5.682901243488458
ACTN4	5.6759085216060745
DOT1L	5.6759085216060745
STK16	5.62318396862552
SLC19A1	5.620587343912278
PLBD2	5.609924564748895
G0S2	5.6048408683448185
RAB5C	5.6048408683448185
MBD2	5.6048408683448185
MFSD11	5.573721439841014
RELT	5.572528318341639
ADRBK1	5.555507346246521
LETM1	5.555507346246521
PAQR4	5.548304266943854
CDYL2	5.508779147572444
ACTR1A	5.508779147572444
C19orf38	5.508779147572444
NANS	5.508779147572444
SNX21	5.503453346482097
MAP3K6	5.488827269088992
OPLAH	5.482756147941291
LSMD1	5.474349129604838
ETFDH	5.459952769869965
KCNAB2	5.452298232353629
RAB34	5.4417971884765635
TP53I3	5.420097128655243
CHP	5.41720881587411
PCYT1A	5.407154963209391
CLPTM1	5.377312545938634
DNAJB12	5.377312545938634
MT1F	5.3461976948505425
HMGB3P1	5.32015066918976
PRO2852	5.32015066918976
